Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8
0,7,10.0,11,13,4,5,1,20,0.9941381975575824,18,0.980273940356917,0.9806676966085486,0.9758620689655172,3562,7908382889764677758;5755694407684602296,606,101,52909,1,2005,1819
0,8,9.0,12,18,4,3,1,14,0.9792824183068084,13,0.9765638194218904,0.977031503734979,0.9718869762910036,3409,7908382889764677758;5755694407684602296,309,101,154340,0,2002,3779
0,7,11.0,11,18,5,4,1,15,1.0,13,0.9557723577235772,0.9536437546193643,0.9815521064301552,404,7908382889764677758;509660095530134768,1328,99,148822,1,2005,1862
0,7,13.0,14,16,3,2,2,17,1.0,15,0.9612361405991978,0.9598773295588584,0.9819202642132578,10074,7908382889764677758;5755694407684602296,85,99,61305,0,2005,3369
0,6,7.0,12,13,5,2,2,14,0.9865149599662874,12,0.9793979933110368,0.9803680981595092,0.9726198439241918,5887,7908382889764677758;7258015885215914736,408,26,64078,0,2004,3598
0,7,7.0,9,12,2,4,4,15,0.9923111122734524,13,0.986152698333748,0.9840039791096744,0.9847600099477742,3648,7908382889764677758;8277336076276184272,995,101,35633,0,2005,2409
0,7,12.0,13,18,1,3,4,11,0.9978001257071024,10,0.9794137611848196,0.9785251465597038,0.9761061400802222,5301,7908382889764677758;5755694407684602296,1755,101,37148,0,2002,1884
0,7,12.0,14,18,3,5,1,17,1.0,15,0.9735659549857824,0.9734695647983036,0.9801281989493468,492,7908382889764677758;509660095530134768,144,65,83021,0,2002,2705
0,7,13.0,13,20,2,1,1,16,1.0,15,0.9671889722561507,0.9666515442331184,0.9861804222648752,400,7908382889764677758;8277336076276184272,1970,60,71964,1,2005,3943
0,8,13.0,13,16,4,0,1,20,1.0,18,0.9713306529876612,0.9690170525440178,0.9795180923332872,8883,7908382889764677758;509660095530134768,732,99,63965,0,2005,1554
0,6,15.0,14,18,2,6,1,16,1.0,14,0.9622441644913556,0.9605160216396172,0.976147996822154,5590,7908382889764677758;7258015885215914736,20,48,180373,0,2005,1008
0,7,9.0,10,15,3,7,1,10,0.9929370217775162,9,0.9929375951293758,0.9923287671232875,0.9917199391171994,3545,7908382889764677758;8277336076276184272,1572,101,6390,0,2005,832
