Label,I1,I2,I3,I4,I5,I6,I7,I8,I9,I10,I11,I12,I13,C1,C2,C3,C4,C5,C6,C7,C8
0,3,3.0,4,14,3,3,6,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,96499,1,2005,2872
0,3,3.0,4,14,2,6,1,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,57700,0,2005,2872
0,3,3.0,4,14,3,4,1,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,112335,0,2005,2872
0,3,3.0,4,14,4,6,16,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,57475,1,2005,2872
0,3,3.0,4,14,2,1,1,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,58526,0,2005,2872
0,3,3.0,4,14,4,2,3,4,1.0,3,1.0,1.0,1.0,3760,7908382889764677758;5799347067982556520,448,50,96645,1,2005,2872
0,8,9.0,8,13,6,0,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,188938,1,2005,2090
0,8,9.0,8,13,2,2,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,139490,0,2002,2090
0,8,9.0,10,16,3,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,5703,7908382889764677758;5755694407684602296,1257,9,133008,0,2002,2090
0,8,9.0,8,13,3,6,3,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,129592,0,2005,2090
0,8,9.0,8,13,3,3,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,118397,1,2005,2090
0,8,9.0,10,16,3,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,5703,7908382889764677758;5755694407684602296,1257,9,195918,0,2002,2090
0,8,9.0,8,13,3,5,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,24356,1,2005,2090
0,8,9.0,8,13,3,6,3,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,78601,0,2002,2090
1,8,9.0,8,13,3,2,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,122767,0,2005,2090
0,8,9.0,8,13,4,6,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,151052,0,2002,2090
0,8,9.0,10,16,5,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,5703,7908382889764677758;5755694407684602296,1257,9,50245,0,2005,2090
0,8,9.0,10,16,4,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,5703,7908382889764677758;5755694407684602296,1257,9,120653,0,2005,2090
0,8,9.0,8,13,4,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,17803,0,2002,2090
0,8,9.0,8,13,4,3,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,71004,0,2005,2090
0,8,9.0,8,13,4,8,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,29857,0,2002,2090
0,8,9.0,8,13,3,7,1,15,0.985427135678392,13,0.9748783863950958,0.9768625123639959,0.9692782281985368,333,7908382889764677758;8277336076276184272,2011,9,33654,0,2005,2090
